RK,Pick,YEAR,HEIGHT,PLAYER,TEAM,CONF,POS,Role,MIN%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORTG,D-Rtg,USG,EFG,TS,OR,DR,AST,TO,A/TO,BLK,STL,FTR,FC/40,Dunks,Close 2,Far 2,FT,2P,3PR,3P/100,3P
181,-,Sr,6-5,Brandon Kamga,Cal St. Fullerton,BW,Wing G,46.1,1.5,2.4,-1.6,-0.7,-0.9,97.7,105.4,25.0,47.7,51.8,3.9,12.6,11.5,17.5,0.8,1.2,1.8,32.0,4.0,14-17,0.824,0.540,0.307,0.751,0.458,7.3,98-285,0.344
182,-,Sr,5-10,Josh Jenkins,Cal St. Northridge,BW,null,51.8,1.5,2.4,0.7,1.1,-0.4,94.8,98.5,28.6,43.2,49.4,1.4,7.7,44.6,29.1,1.7,0.3,3.1,37.6,3.5,0-0,0.000,0.000,0.000,0.777,0.347,9.8,77-225,0.342
183,-,Sr,6-9,Dan Jennings,Long Beach St.,BW,C,33.4,1.5,2.2,-0.4,-0.2,-0.3,103.1,99.9,19.9,56.3,55.2,12.9,19.4,4.5,19.2,0.3,4.6,0.9,55.5,4.7,56-60,0.933,0.665,0.424,0.483,0.563,0.0,0-0,0.000
184,-,Sr,6-4,Ryan Sypkens,UC Davis,BW,Wing G,51.3,1.5,1.3,-1.0,1.5,-2.5,103.1,113.4,19.6,56.6,57.9,2.0,8.3,13.0,18.7,1.0,1.0,1.2,12.0,3.6,2-3,0.667,0.500,0.373,0.775,0.413,13.3,289-692,0.418
185,-,Sr,6-2,Stefan Gonzalez,UC Davis,BW,Wing G,33.4,1.5,1.4,2.9,3.7,-0.8,116.8,105.4,17.1,62.6,64.9,1.7,16.0,8.5,13.5,1.2,0.2,1.0,14.4,2.0,0-0,0.000,0.667,0.345,0.736,0.505,13.5,171-389,0.440
186,-,Jr,6-5,Darin Johnson,Cal St. Northridge,BW,Wing G,48.3,1.4,1.4,-1.9,-0.1,-1.8,102.3,110.9,19.4,43.7,53.2,2.9,9.1,8.4,14.8,1.0,0.7,1.5,56.4,2.8,15-17,0.882,0.535,0.346,0.801,0.460,5.4,45-172,0.262
187,-,Sr,6-4,Brynton Lemar,UC Davis,BW,Combo G,59.8,1.4,2.2,-1.1,-0.5,-0.6,98.3,107.6,21.2,47.5,51.1,2.0,9.5,14.2,16.6,1.2,0.3,1.3,36.5,3.3,0-0,0.000,0.546,0.337,0.734,0.415,7.4,142-380,0.374
188,-,Sr,6-4,Justin Edler-Davis,Cal St. Bakersfield,BW,Wing G,55.6,1.4,2.0,0.2,0.7,-0.5,107.0,104.4,18.1,47.5,51.1,8.1,16.3,6.6,14.5,0.7,1.1,1.8,24.6,4.2,5-7,0.714,0.559,0.358,0.780,0.447,8.2,152-450,0.338
189,-,Jr,6-3,TJ Wainwright,Long Beach St.,BW,Combo G,43.0,1.4,1.2,-3.1,-1.3,-1.8,101.8,115.0,20.5,50.7,57.1,1.5,9.0,13.1,18.7,1.1,0.1,1.8,28.4,3.3,0-0,0.000,0.583,0.382,0.805,0.483,8.8,86-242,0.355
190,-,Sr,6-10,Kamaka Hepa,Hawaii,BW,Stretch 4,38.1,1.4,2.8,2.4,0.7,1.7,104.1,96.8,17.5,52.0,55.1,4.5,16.4,9.4,18.2,0.9,2.8,0.8,20.5,3.4,14-17,0.824,0.592,0.336,0.811,0.467,9.5,138-373,0.370
191,-,Sr,6-7,Will Taylor,Cal Poly,BW,PF/C,47.0,1.4,1.8,-0.8,-0.3,-0.4,104.8,100.2,22.5,50.0,53.3,13.4,23.9,6.4,17.5,0.4,2.0,2.5,40.3,6.8,4-5,0.800,0.616,0.389,0.676,0.503,0.1,0-2,0.000
192,-,Sr,5-10,JoVon McClanahan,Hawaii,BW,Scoring PG,59.1,1.4,2.5,-0.7,-1.0,0.3,101.1,102.9,20.6,43.8,49.4,2.9,8.9,25.2,20.2,1.9,0.1,1.7,44.7,2.9,0-0,0.000,0.428,0.437,0.764,0.433,4.8,66-221,0.299
193,-,Sr,6-6,Jonathan Heard,Cal St. Northridge,BW,null,65.9,1.4,2.9,1.4,0.4,1.0,101.2,96.6,21.6,52.6,54.1,8.6,13.5,11.0,19.3,0.8,1.1,2.6,47.8,3.1,0-0,0.000,0.000,0.000,0.555,0.535,2.1,10-32,0.313
194,-,Sr,6-2,Michael Wilder,UC Irvine,BW,Wing G,65.2,1.4,2.4,0.7,0.9,-0.1,105.2,102.9,17.0,50.5,53.7,3.8,14.9,15.0,16.6,1.6,0.6,1.4,33.9,3.5,0-0,0.000,0.569,0.317,0.699,0.450,10.7,212-606,0.350
195,-,Sr,6-4,Aaron Thompson,Cal St. Fullerton,BW,Wing G,65.8,1.4,2.2,1.3,1.5,-0.2,101.4,103.8,20.2,52.8,55.1,6.2,14.5,15.0,22.9,0.9,2.1,1.9,32.0,2.8,5-5,1.000,0.745,0.376,0.674,0.519,5.8,59-163,0.362
196,-,Fr,5-11,Michael Kirby,Pacific,BW,null,48.0,1.4,1.6,0.1,1.3,-1.1,105.1,106.5,18.7,58.1,62.7,1.1,7.8,18.6,28.3,1.1,0.8,1.6,39.3,2.5,0-0,0.000,0.000,0.000,0.820,0.386,8.5,77-165,0.467
197,-,Sr,5-10,Lionheart Leslie,Cal St. Fullerton,BW,Combo G,60.9,1.4,2.2,0.7,-0.8,1.5,104.4,105.2,20.5,48.1,53.0,4.4,11.9,17.0,17.8,1.3,0.3,3.3,53.0,4.7,0-0,0.000,0.610,0.414,0.729,0.533,4.6,29-122,0.238
198,-,Jr,6-5,Vante Hendrix,Cal St. Northridge,BW,Wing G,19.4,1.4,1.7,-0.3,0.5,-0.8,107.9,106.0,18.8,53.8,57.3,5.4,12.2,10.7,17.1,1.0,0.7,2.5,40.9,4.2,12-12,1.000,0.701,0.300,0.720,0.649,9.0,33-108,0.306
199,-,So,6-10,Nolan Berry,UC Davis,BW,Wing F,9.8,1.4,1.6,3.1,0.7,2.5,110.5,95.9,23.8,54.8,61.3,4.5,23.6,7.3,16.5,0.5,1.4,2.1,55.9,6.3,3-3,1.000,0.667,0.313,0.810,0.543,7.0,10-27,0.370
200,-,Sr,6-8,Anthony Brown,Pacific,BW,null,59.4,1.4,2.2,-1.2,-0.7,-0.6,100.9,100.8,22.0,53.9,58.0,8.4,22.0,6.9,22.3,0.4,1.5,1.3,78.8,3.5,0-0,0.000,0.000,0.000,0.636,0.536,0.0,1-1,1.000
201,-,Sr,6-3,Ajare Sanni,UC Santa Barbara,BW,Wing G,38.6,1.4,2.0,0.0,0.6,-0.6,100.9,102.8,22.8,46.6,49.9,1.7,11.1,14.8,13.3,1.5,0.1,2.0,28.6,2.1,0-0,0.000,0.506,0.322,0.754,0.405,9.5,108-299,0.361
202,-,Sr,6-4,Aaron Scott,UC Riverside,BW,null,58.0,1.4,2.3,-0.6,-0.5,-0.1,100.2,101.4,21.8,50.8,53.9,11.5,18.6,10.5,21.8,0.6,0.7,2.7,39.1,4.3,0-0,0.000,0.000,0.000,0.688,0.510,0.0,0-1,0.000
203,-,Sr,6-1,Isaiah Washington,Long Beach St.,BW,Scoring PG,55.0,1.4,2.2,-0.8,-0.3,-0.4,95.4,103.9,23.7,43.0,47.2,3.0,12.0,27.4,19.1,1.7,0.6,2.2,25.2,2.7,0-2,0.000,0.515,0.353,0.776,0.436,6.8,85-304,0.280
204,-,Sr,6-1,Colin Slater,Long Beach St.,BW,Combo G,46.6,1.4,1.7,-2.0,-0.9,-1.2,98.2,108.4,20.1,45.9,51.4,1.3,8.2,14.6,15.8,1.4,0.3,1.6,25.8,3.0,0-0,0.000,0.480,0.371,0.833,0.416,8.2,136-398,0.342
205,-,Sr,6-7,Jerome Desrosiers,Hawaii,BW,Wing F,46.6,1.4,2.1,1.6,1.5,0.2,109.0,103.0,17.3,54.9,58.7,5.0,19.8,9.5,15.9,1.1,0.5,1.0,22.0,2.6,7-7,1.000,0.650,0.391,0.782,0.576,9.1,114-322,0.354
206,-,Sr,6-5,Travis Souza,UC Irvine,BW,Combo G,35.4,1.4,1.7,3.0,2.5,0.5,119.2,102.2,13.0,58.2,60.2,2.9,9.6,11.4,14.8,2.3,0.3,1.3,21.8,1.6,0-0,0.000,0.400,0.313,0.790,0.358,10.6,132-320,0.412
207,-,Jr,6-7,Tony Freeland,Long Beach St.,BW,PF/C,44.8,1.4,1.7,-2.2,-1.0,-1.2,97.9,104.6,22.2,49.6,52.2,9.7,12.9,8.8,19.1,0.6,1.6,1.8,58.2,5.2,28-36,0.778,0.646,0.359,0.585,0.497,0.0,0-1,0.000
208,-,Sr,6-2,Marcus Greene,Hawaii,BW,Combo G,44.6,1.4,1.3,-2.3,-0.3,-2.0,102.7,115.8,20.8,51.6,54.5,1.8,9.8,16.2,18.3,1.3,0.4,1.2,21.6,3.3,5-6,0.833,0.515,0.433,0.774,0.481,8.4,86-230,0.374
209,-,Jr,6-5,Keala King,Long Beach St.,BW,Wing G,37.8,1.4,1.9,-2.0,-1.1,-0.9,93.2,103.8,25.1,47.3,50.8,7.4,13.1,22.6,25.2,1.0,0.4,2.2,46.2,4.0,5-6,0.833,0.653,0.348,0.638,0.490,4.0,26-94,0.277
210,-,Sr,6-6,Hauns Brereton,Hawaii,BW,Wing F,38.6,1.4,1.2,-0.6,1.2,-1.8,107.5,107.9,19.3,51.4,54.3,6.3,10.2,7.3,15.6,0.7,0.8,1.0,22.9,3.5,2-2,1.000,0.671,0.455,0.769,0.511,8.1,68-197,0.345
211,-,Jr,6-10,Bryce Webster,Cal St. Fullerton,BW,C,57.0,1.3,1.7,-1.0,-0.4,-0.6,113.3,105.5,14.1,56.9,61.1,9.9,13.1,1.5,17.8,0.2,2.9,0.8,47.7,4.4,7-8,0.875,0.675,0.400,0.758,0.569,0.0,0-0,0.000
212,-,Sr,6-7,Omondi Amoke,Cal St. Fullerton,BW,PF/C,41.9,1.3,2.0,-0.6,0.0,-0.6,104.5,98.9,19.4,49.0,51.1,13.4,21.2,6.2,16.4,0.6,2.5,1.1,62.5,4.7,35-38,0.921,0.631,0.271,0.553,0.500,0.3,0-8,0.000
213,-,Jr,6-8,Colin Smith,UC Santa Barbara,BW,Wing F,27.1,1.3,1.5,1.0,1.6,-0.7,111.4,106.7,16.7,51.5,54.8,6.7,12.6,7.5,13.0,1.1,0.9,1.0,31.3,2.9,6-6,1.000,0.547,0.348,0.690,0.455,9.4,62-169,0.367
214,-,Sr,6-8,Kevin Bland,UC Irvine,BW,null,63.5,1.3,2.4,0.6,-0.7,1.2,100.1,100.2,19.8,50.2,52.4,6.3,24.7,15.3,20.1,1.2,1.2,2.9,25.1,5.2,0-0,0.000,0.000,0.000,0.689,0.517,2.6,19-67,0.284
215,-,Sr,6-2,Marcio Lassiter,Cal St. Fullerton,BW,null,43.4,1.3,1.3,-0.9,0.3,-1.2,107.9,107.5,18.0,49.4,53.2,4.9,8.1,12.4,17.7,1.2,0.6,1.9,23.5,4.0,0-0,0.000,0.000,0.000,0.878,0.516,9.8,60-188,0.319
216,-,Sr,6-3,James Doran,Pacific,BW,null,25.9,1.3,1.0,2.8,3.3,-0.5,115.6,105.0,18.6,55.5,57.9,2.4,10.0,14.3,11.5,2.1,0.2,1.7,11.9,2.3,0-0,0.000,0.000,0.000,0.680,0.500,13.4,54-139,0.388
217,-,Sr,6-2,James Powell,UC Santa Barbara,BW,Combo G,58.7,1.3,2.4,0.8,0.8,0.1,100.2,98.5,22.2,50.6,54.6,1.3,10.6,15.8,18.8,1.0,0.2,2.3,21.1,3.3,0-0,0.000,0.667,0.302,0.822,0.384,12.4,176-450,0.391
218,-,So,6-2,Myles Che,UC Irvine,BW,Scoring PG,51.4,1.3,2.5,-1.2,-1.3,0.1,102.3,103.2,23.1,50.4,57.1,2.0,9.0,19.5,22.9,1.1,0.2,1.6,40.5,3.4,0-0,0.000,0.565,0.444,0.864,0.477,6.1,51-138,0.370
219,-,Sr,6-5,Secean Johnson,UC Riverside,BW,Wing G,70.0,1.3,2.7,-0.7,-0.7,0.0,95.7,103.5,25.0,43.0,50.5,5.8,16.8,13.5,19.5,0.7,1.1,2.1,57.4,4.2,25-28,0.893,0.542,0.289,0.757,0.417,5.3,47-152,0.309
220,-,Jr,6-8,Nordin Kapic,UC San Diego,BW,Stretch 4,55.7,1.3,3.2,-0.1,-0.7,0.6,101.5,95.0,24.2,46.8,51.0,6.2,18.5,9.6,14.2,0.9,2.8,2.3,35.6,4.4,1-1,1.000,0.488,0.429,0.714,0.479,12.4,43-140,0.307
221,-,Sr,6-6,Gerard Anderson,Cal St. Fullerton,BW,Wing G,69.5,1.3,2.4,-0.5,-0.9,0.3,96.5,101.5,22.4,52.1,55.8,5.3,18.0,16.3,25.6,0.8,1.8,2.4,64.4,4.0,28-30,0.933,0.687,0.293,0.645,0.540,1.2,7-35,0.200
222,-,Sr,6-1,Greg Plater,Long Beach St.,BW,Combo G,53.8,1.3,1.9,0.7,1.2,-0.6,102.3,105.4,18.5,50.3,52.7,1.8,8.4,12.2,16.7,1.1,0.5,1.7,20.3,1.9,1-1,1.000,0.690,0.364,0.738,0.439,13.0,214-609,0.351
223,-,Jr,6-6,Junior Madut,Hawaii,BW,Wing G,69.0,1.3,2.5,-1.0,-0.9,-0.1,96.6,103.2,21.6,48.9,52.2,4.5,12.9,13.6,21.5,0.8,0.8,1.4,27.2,3.7,6-8,0.750,0.597,0.351,0.709,0.488,8.5,63-193,0.326
224,-,Jr,6-6,Corey Stephenson,Cal St. Bakersfield,BW,Wing F,47.5,1.2,1.7,-3.0,-1.5,-1.5,99.6,110.3,24.9,45.7,51.6,9.8,13.9,7.0,19.0,0.4,1.0,2.5,37.5,5.6,17-19,0.895,0.535,0.388,0.763,0.449,2.3,16-46,0.348
225,-,Sr,6-4,Gabe Hadley,UC San Diego,BW,Combo G,26.0,1.2,1.7,-0.7,0.7,-1.3,102.0,108.4,19.2,60.2,64.4,0.7,12.6,12.8,20.5,1.0,0.4,1.8,13.7,1.8,0-0,0.000,0.667,0.429,0.667,0.563,11.8,45-109,0.413
226,-,Jr,6-3,Taylor Sutlive,Cal Poly,BW,PF/C,21.1,1.2,1.1,0.1,0.7,-0.6,114.4,111.5,13.2,58.6,58.9,1.7,9.1,9.9,13.6,1.7,1.1,1.7,4.9,3.5,0-0,0.000,1.000,0.485,0.667,0.556,11.7,59-149,0.396
227,-,Sr,6-4,Josh Pierre-Louis,UC Santa Barbara,BW,Combo G,49.0,1.2,2.3,0.5,-0.6,1.1,98.4,100.9,21.8,54.4,57.2,3.9,13.1,20.7,23.9,1.2,0.7,3.2,38.3,3.4,51-66,0.773,0.624,0.270,0.603,0.566,3.4,54-174,0.310
228,-,Sr,6-2,Eyassu Worku,UC Irvine,BW,Scoring PG,58.1,1.2,2.5,-0.1,-0.3,0.2,95.9,101.1,23.6,44.0,47.2,2.5,9.2,22.8,19.8,1.6,0.3,1.9,24.3,2.3,0-0,0.000,0.492,0.349,0.724,0.410,6.0,113-331,0.341
229,-,Sr,6-0,Devearl Ramsey,UC Santa Barbara,BW,Scoring PG,58.1,1.2,2.6,0.0,-0.7,0.7,104.5,103.0,16.3,46.2,51.5,1.8,11.4,17.7,18.8,2.3,0.3,2.1,34.9,2.6,1-1,1.000,0.467,0.358,0.838,0.413,5.7,96-273,0.352
230,-,Sr,6-5,Eddie Miller,UC Davis,BW,Wing G,30.3,1.2,1.7,-2.3,-0.3,-2.1,95.5,108.6,24.4,48.3,51.5,4.5,14.9,13.3,18.1,0.8,0.7,1.9,29.8,3.7,6-7,0.857,0.634,0.363,0.698,0.451,7.3,68-188,0.362
231,-,Sr,6-4,Chris McNealy,UC Irvine,BW,Wing G,63.4,1.2,2.4,0.9,0.5,0.4,100.4,101.4,19.5,46.9,50.0,4.1,11.7,16.1,15.5,1.5,1.4,1.7,25.6,2.9,7-7,1.000,0.608,0.355,0.712,0.426,6.1,126-342,0.368
232,-,Sr,6-4,Steven Thornton,UC Riverside,BW,Wing G,46.9,1.2,2.1,-0.6,-0.6,0.1,104.9,107.0,16.8,49.7,53.2,3.7,8.8,7.1,15.4,0.8,1.2,2.0,39.3,4.4,10-10,1.000,0.613,0.309,0.754,0.479,7.7,78-228,0.342
233,-,Sr,7-0,Menno Dijkstra,UC Riverside,BW,Stretch 4,39.2,1.2,1.3,0.4,0.8,-0.4,112.9,107.7,17.9,55.3,58.0,7.8,14.2,7.9,13.1,0.9,3.4,1.2,14.7,4.0,8-8,1.000,0.702,0.366,0.843,0.550,5.0,61-163,0.374
234,-,Sr,6-9,Christian Anigwe,UC Davis,BW,PF/C,47.5,1.2,1.8,-1.8,-1.1,-0.7,103.2,104.4,19.3,53.9,55.6,11.4,15.1,4.4,17.2,0.4,4.1,1.2,53.7,4.9,31-34,0.912,0.592,0.404,0.567,0.555,2.6,38-122,0.311
235,-,Sr,6-5,Marcus Morgan,Cal St. Fullerton,BW,null,63.9,1.2,2.3,0.1,-0.4,0.5,112.0,100.9,13.0,56.0,57.2,11.2,16.4,8.2,20.3,1.1,0.8,2.1,44.0,5.1,0-0,0.000,0.000,0.000,0.542,0.564,0.1,0-1,0.000
236,-,Sr,6-7,Orane Chin,Cal St. Fullerton,BW,Wing F,59.6,1.2,1.7,-0.6,0.2,-0.8,99.4,106.9,19.6,49.4,53.0,6.6,13.5,11.4,21.5,0.8,2.5,1.2,39.9,3.7,31-32,0.969,0.753,0.306,0.683,0.487,4.4,74-217,0.341
237,-,Sr,6-9,Vincent Lee,Cal St. Fullerton,BW,C,46.0,1.2,1.8,-0.8,-0.3,-0.6,106.1,104.0,17.4,55.7,58.0,9.6,15.5,5.2,17.1,0.5,2.0,1.2,41.4,3.3,77-81,0.951,0.696,0.356,0.569,0.558,0.0,0-1,0.000
238,-,Sr,6-0,Kyle Odister,Cal Poly,BW,Combo G,39.4,1.2,1.3,0.1,1.4,-1.3,104.1,108.3,20.4,50.9,52.3,2.4,8.0,14.0,15.1,1.4,0.3,2.0,10.8,3.2,0-0,0.000,0.556,0.324,0.746,0.368,14.2,168-432,0.389
239,-,Sr,6-5,Rashaun McLemore,Cal St. Northridge,BW,Wing G,39.7,1.2,1.5,-1.0,0.1,-1.1,93.2,105.5,25.7,48.5,52.1,4.6,10.6,13.0,21.4,0.6,0.9,1.6,44.8,4.1,4-5,0.800,0.727,0.327,0.655,0.504,7.0,53-178,0.298
240,-,Sr,6-1,Lanerryl Johnson,Cal St. Fullerton,BW,Wing G,39.0,1.2,1.2,-1.7,0.8,-2.5,93.2,110.9,28.2,45.7,49.9,1.9,6.8,16.4,20.1,0.7,0.1,1.7,28.9,3.2,0-0,0.000,0.504,0.335,0.781,0.397,10.8,85-237,0.359
241,-,Sr,6-7,JP Moorman II,UC Riverside,BW,Wing F,45.4,1.2,2.6,1.9,0.1,1.8,103.8,96.6,15.8,48.3,50.7,5.3,17.0,13.6,14.7,1.8,1.2,1.7,21.1,4.2,12-13,0.923,0.600,0.353,0.684,0.455,6.8,104-305,0.341
242,-,Sr,6-3,Amaurys Fermin,Cal Poly,BW,Scoring PG,74.0,1.2,2.0,-2.6,-0.4,-2.2,95.0,107.2,23.8,43.9,46.6,1.7,6.6,26.3,21.9,1.5,0.1,1.2,23.3,2.1,0-0,0.000,0.403,0.423,0.672,0.416,8.0,35-110,0.318
243,-,Sr,6-3,A.J. Spencer,Long Beach St.,BW,Wing G,66.7,1.1,2.2,-1.4,-1.2,-0.2,103.4,106.5,16.4,48.1,50.5,3.2,9.2,11.3,13.6,1.5,0.4,1.0,19.5,3.4,2-2,1.000,0.609,0.390,0.733,0.494,4.6,40-134,0.299
244,-,Sr,6-8,Willie Galick,Cal St. Northridge,BW,Wing F,62.6,1.1,2.2,-1.1,-1.3,0.2,97.3,100.6,21.6,52.7,57.3,9.3,13.5,9.8,27.0,0.5,1.9,1.7,87.1,5.5,14-18,0.778,0.531,0.310,0.648,0.532,0.4,3-12,0.250
245,-,So,6-6,Marvin McGhee IV,Cal St. Bakersfield,BW,Wing F,36.6,1.1,1.1,0.0,1.5,-1.4,118.8,113.0,15.1,60.2,59.9,4.3,18.3,3.1,16.4,0.4,0.9,1.8,11.5,4.1,3-4,0.750,0.467,0.222,0.714,0.375,9.6,37-74,0.500
246,-,Sr,6-9,Zigmars Raimo,Hawaii,BW,Wing F,46.8,1.1,2.6,0.0,-1.3,1.2,98.7,99.5,20.7,49.3,51.9,9.4,15.1,14.0,20.4,1.0,1.1,2.6,56.9,4.1,4-7,0.571,0.581,0.371,0.603,0.503,0.4,2-17,0.118
247,-,Sr,6-6,Pat Eveland,Pacific,BW,Stretch 4,53.0,1.1,2.0,1.6,1.3,0.4,105.4,99.8,18.2,46.9,49.1,5.2,14.8,9.7,10.1,1.6,1.0,1.4,20.8,3.1,4-5,0.800,0.771,0.343,0.688,0.480,11.9,78-253,0.308
248,-,Sr,6-7,Noah Allen,Hawaii,BW,Wing G,27.3,1.1,2.2,0.3,-0.3,0.6,95.2,100.8,20.7,48.2,53.4,3.7,16.7,14.6,20.5,1.1,0.6,1.6,43.0,3.3,4-5,0.800,0.647,0.350,0.726,0.518,6.0,42-151,0.278
249,-,Jr,6-6,Chris Howell,UC San Diego,BW,Scoring PG,31.1,1.1,2.9,1.9,-2.3,4.2,108.7,93.5,12.7,45.9,50.6,4.1,10.8,14.2,18.5,2.4,1.2,3.8,39.2,4.6,1-3,0.333,0.535,0.345,0.730,0.480,4.6,27-93,0.290
250,-,Sr,6-7,Temidayo Yussuf,Long Beach St.,BW,PF/C,39.4,1.1,1.5,-2.4,-1.5,-0.9,96.2,105.5,27.0,47.4,51.1,12.4,18.8,13.3,20.5,0.6,2.2,1.1,64.9,6.3,1-1,1.000,0.581,0.402,0.597,0.475,0.0,0-1,0.000
251,-,Sr,6-0,Ridge Shipley,Cal Poly,BW,Scoring PG,56.0,1.1,1.5,-1.7,-0.3,-1.5,100.6,111.5,19.4,47.6,48.8,1.4,7.3,20.6,17.7,1.8,0.1,1.6,28.2,2.9,0-1,0.000,0.537,0.309,0.693,0.433,9.8,141-418,0.337
252,-,Sr,6-6,Justin McCall,Cal St. Bakersfield,BW,Wing F,39.0,1.1,1.5,-1.0,-0.1,-0.9,102.6,106.4,18.6,49.4,52.3,7.8,12.3,5.9,15.8,0.6,2.6,1.2,37.3,3.2,48-55,0.873,0.641,0.335,0.623,0.498,0.7,7-27,0.259
253,-,Sr,6-7,David Samuels,Long Beach St.,BW,PF/C,63.4,1.1,2.5,-0.9,-0.8,-0.2,97.2,100.0,20.7,47.0,50.6,11.0,18.3,8.3,19.4,0.6,2.3,1.1,35.3,4.1,28-37,0.757,0.614,0.388,0.627,0.488,1.8,10-47,0.213
254,-,Sr,6-6,Sai Tummala,Hawaii,BW,Stretch 4,17.3,1.1,1.6,1.1,0.6,0.5,110.3,98.9,17.5,55.9,56.8,7.0,11.3,9.0,15.0,1.0,1.3,0.9,20.9,6.6,4-4,1.000,0.806,0.351,0.634,0.559,11.1,51-137,0.372
255,-,Sr,6-4,Marcellus Garrick,Cal Poly,BW,Wing G,46.9,1.1,1.0,-3.6,-0.2,-3.4,100.7,117.5,21.4,46.5,52.6,2.8,9.9,5.6,10.5,0.7,0.2,1.1,24.4,2.6,5-5,1.000,0.522,0.306,0.802,0.411,11.4,75-220,0.341
256,-,Jr,6-5,Zack Moore,UC Santa Barbara,BW,Pure PG,23.9,1.1,2.0,0.4,0.6,-0.2,106.9,105.4,17.1,55.3,58.5,2.8,12.7,8.2,14.0,1.0,0.9,1.7,18.2,3.9,0-0,0.000,0.677,0.409,0.894,0.566,13.1,74-202,0.366
257,-,Sr,6-5,Mac Riniker,Cal Poly,BW,Wing G,59.0,1.1,2.0,-1.0,-2.0,1.0,99.5,108.5,21.7,56.5,58.4,6.1,14.0,19.0,27.6,0.9,2.7,2.8,37.0,6.7,7-9,0.778,0.650,0.300,0.622,0.624,4.9,20-67,0.299
258,-,So,6-8,Taran Brown,UC Santa Barbara,BW,Stretch 4,70.1,1.1,2.4,0.4,0.1,0.3,99.8,103.4,19.8,47.2,49.3,5.3,14.2,13.3,17.4,1.2,3.8,1.4,15.9,3.5,26-28,0.929,0.689,0.277,0.727,0.485,11.0,88-285,0.309
259,-,Sr,6-5,Tyler Lamb,Long Beach St.,BW,Wing G,41.7,1.0,2.6,1.5,0.0,1.5,93.5,97.6,21.4,45.5,49.3,2.9,11.9,15.1,22.0,1.0,1.4,2.9,26.3,3.2,9-10,0.900,0.537,0.319,0.747,0.412,8.1,124-364,0.341
260,-,Jr,6-9,Grady Lewis,Cal St. Northridge,BW,C,30.9,1.0,1.3,-2.7,-1.6,-1.1,114.0,104.5,20.4,56.7,62.2,13.7,17.5,5.3,14.2,0.7,2.1,1.1,35.0,7.3,4-6,0.667,0.598,0.464,0.595,0.567,0.0,0-0,0.000
261,-,Sr,6-1,Justin Hohn,UC Irvine,BW,Scoring PG,49.7,1.0,2.7,1.1,-0.5,1.5,96.9,97.5,22.8,49.3,51.6,1.2,11.1,18.2,19.7,1.2,0.4,2.6,18.5,2.9,1-1,1.000,0.489,0.385,0.723,0.440,9.5,182-492,0.370
262,-,Sr,6-1,Perry Webster,Cal St. Fullerton,BW,Pure PG,60.8,1.0,1.4,-1.2,-0.3,-0.9,105.0,110.5,16.0,46.1,50.7,1.7,9.4,30.3,25.2,2.5,0.7,2.1,41.5,3.9,0-0,0.000,0.526,0.302,0.684,0.366,5.0,47-125,0.376
263,-,Sr,6-11,Dean Keeler,UC Irvine,BW,C,18.6,1.0,1.6,0.8,-1.4,2.1,113.4,95.7,17.1,54.9,59.9,10.7,19.8,6.0,14.4,0.9,5.3,1.1,49.5,7.2,5-5,1.000,0.636,0.435,0.636,0.549,0.0,0-0,0.000
264,-,Sr,6-8,Will Donahue,Cal Poly,BW,C,45.1,1.0,2.8,-1.1,-1.8,0.8,99.9,96.7,18.3,49.2,53.8,9.3,22.9,10.8,22.7,0.7,1.9,1.3,60.6,4.7,0-0,0.000,0.616,0.333,0.660,0.498,0.3,1-7,0.143
265,-,Sr,6-8,Shawn Stith,Cal St. Bakersfield,BW,PF/C,43.7,1.0,1.4,-3.6,-2.2,-1.4,98.0,107.3,22.3,50.7,56.8,9.2,13.7,8.5,25.4,0.5,0.8,0.8,65.0,5.8,0-1,0.000,0.581,0.426,0.702,0.523,0.7,2-17,0.118
266,-,Sr,6-6,Travis Henson,Cal St. Bakersfield,BW,Stretch 4,32.2,1.0,1.5,-0.7,-1.0,0.2,103.5,103.8,17.9,49.7,59.3,3.8,13.8,4.6,16.7,0.5,5.0,1.5,32.8,4.4,17-22,0.773,0.636,0.461,0.828,0.542,7.1,37-127,0.291
267,-,Sr,6-3,Mckay LaSalle,Long Beach St.,BW,Wing G,40.8,1.0,1.5,-0.3,-0.5,0.2,111.9,105.1,12.0,53.1,55.3,0.8,7.2,6.0,11.1,1.4,0.0,1.2,8.3,3.5,0-0,0.000,1.000,0.400,0.789,0.520,12.2,72-203,0.355
268,-,Sr,6-4,Rob Haynes,Cal St. Northridge,BW,null,61.2,1.0,2.1,-0.1,0.0,-0.1,106.7,102.5,14.2,56.7,58.1,3.0,7.3,6.9,21.4,0.7,0.5,1.1,16.2,3.4,0-0,0.000,0.000,0.000,0.746,0.471,8.4,95-228,0.417
269,-,Sr,6-10,Matt Freeman,UC Santa Barbara,BW,Stretch 4,30.4,1.0,1.5,0.8,0.4,0.4,102.2,101.1,17.5,50.8,53.6,2.8,14.9,10.2,17.8,1.0,1.3,1.1,16.7,3.7,4-4,1.000,0.603,0.377,0.853,0.462,10.2,98-274,0.358
